3592|SchemaViolationException|class in javax.naming.directory|java.naming/javax/naming/directory/SchemaViolationException.html|This exception is thrown when a method in some ways violates the schema.
3593|Scope|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/Scope.html|Interface for determining locally available program elements, such as local variables and imports.
3594|ScopedValue<T>|class in java.lang|java.base/java/lang/ScopedValue.html|Preview.A value that may be safely and efficiently shared to methods without using method parameters.
3595|ScopedValue.CallableOp<T,X>|interface in java.lang|java.base/java/lang/ScopedValue.CallableOp.html|Preview.An operation that returns a result and may throw an exception.
3596|ScopedValue.Carrier|class in java.lang|java.base/java/lang/ScopedValue.Carrier.html|Preview.A mapping of scoped values, as keys, to values.
3597|ScreenSleepEvent|class in java.awt.desktop|java.desktop/java/awt/desktop/ScreenSleepEvent.html|Event sent when the displays attached to the system enter and exit power save sleep.
3598|ScreenSleepListener|interface in java.awt.desktop|java.desktop/java/awt/desktop/ScreenSleepListener.html|Implementors receive notification when the displays attached to the system have entered power save sleep.
3599|ScriptContext|interface in javax.script|java.scripting/javax/script/ScriptContext.html|The interface whose implementing classes are used to connect Script Engines with objects, such as scoped Bindings, in hosting applications.
3600|ScriptEngine|interface in javax.script|java.scripting/javax/script/ScriptEngine.html|ScriptEngine is the fundamental interface whose methods must be fully functional in every implementation of this specification.
3601|ScriptEngineFactory|interface in javax.script|java.scripting/javax/script/ScriptEngineFactory.html|ScriptEngineFactory is used to describe and instantiate ScriptEngines.
3602|ScriptEngineManager|class in javax.script|java.scripting/javax/script/ScriptEngineManager.html|The ScriptEngineManager implements a discovery and instantiation mechanism for ScriptEngine classes and also maintains a collection of key/value pairs storing state shared by all engines created by the Manager.
3603|ScriptException|class in javax.script|java.scripting/javax/script/ScriptException.html|The generic Exception class for the Scripting APIs.
3604|Scrollable|interface in javax.swing|java.desktop/javax/swing/Scrollable.html|An interface that provides information to a scrolling container like JScrollPane.
3605|Scrollbar|class in java.awt|java.desktop/java/awt/Scrollbar.html|The Scrollbar class embodies a scroll bar, a familiar user-interface object.
3606|ScrollBarUI|class in javax.swing.plaf|java.desktop/javax/swing/plaf/ScrollBarUI.html|Pluggable look and feel interface for JScrollBar.
3607|ScrollPane|class in java.awt|java.desktop/java/awt/ScrollPane.html|A container class which implements automatic horizontal and/or vertical scrolling for a single child component.
3608|ScrollPaneAdjustable|class in java.awt|java.desktop/java/awt/ScrollPaneAdjustable.html|This class represents the state of a horizontal or vertical scrollbar of a ScrollPane.
3609|ScrollPaneConstants|interface in javax.swing|java.desktop/javax/swing/ScrollPaneConstants.html|Constants used with the JScrollPane component.
3610|ScrollPaneLayout|class in javax.swing|java.desktop/javax/swing/ScrollPaneLayout.html|The layout manager used by JScrollPane.
3611|ScrollPaneLayout.UIResource|class in javax.swing|java.desktop/javax/swing/ScrollPaneLayout.UIResource.html|The UI resource version of ScrollPaneLayout.
3612|ScrollPaneUI|class in javax.swing.plaf|java.desktop/javax/swing/plaf/ScrollPaneUI.html|Pluggable look and feel interface for JScrollPane.
3613|SctpChannel|class in com.sun.nio.sctp|jdk.sctp/com/sun/nio/sctp/SctpChannel.html|A selectable channel for message-oriented connected SCTP sockets.
3614|SctpMultiChannel|class in com.sun.nio.sctp|jdk.sctp/com/sun/nio/sctp/SctpMultiChannel.html|A selectable channel for message-oriented SCTP sockets.
3615|SctpServerChannel|class in com.sun.nio.sctp|jdk.sctp/com/sun/nio/sctp/SctpServerChannel.html|A selectable channel for message-oriented listening SCTP sockets.
3616|SctpSocketOption<T>|interface in com.sun.nio.sctp|jdk.sctp/com/sun/nio/sctp/SctpSocketOption.html|A socket option associated with an SCTP channel.
3617|SctpStandardSocketOptions|class in com.sun.nio.sctp|jdk.sctp/com/sun/nio/sctp/SctpStandardSocketOptions.html|SCTP channels supports the socket options defined by this class (as well as those listed in the particular channel class) and may support additional Implementation specific socket options.
3618|SctpStandardSocketOptions.InitMaxStreams|class in com.sun.nio.sctp|jdk.sctp/com/sun/nio/sctp/SctpStandardSocketOptions.InitMaxStreams.html|This class is used to set the maximum number of inbound/outbound streams used by the local endpoint during association initialization.
3619|SealedObject|class in javax.crypto|java.base/javax/crypto/SealedObject.html|This class enables a programmer to create an object and protect its confidentiality with a cryptographic algorithm.
3620|SearchControls|class in javax.naming.directory|java.naming/javax/naming/directory/SearchControls.html|This class encapsulates factors that determine scope of search and what gets returned as a result of the search.
3621|SearchResult|class in javax.naming.directory|java.naming/javax/naming/directory/SearchResult.html|This class represents an item in the NamingEnumeration returned as a result of the DirContext.search() methods.
3622|SecondaryLoop|interface in java.awt|java.desktop/java/awt/SecondaryLoop.html|A helper interface to run the nested event loop.
3623|SecretKey|interface in javax.crypto|java.base/javax/crypto/SecretKey.html|A secret (symmetric) key.
3624|SecretKeyFactory|class in javax.crypto|java.base/javax/crypto/SecretKeyFactory.html|This class represents a factory for secret keys.
3625|SecretKeyFactorySpi|class in javax.crypto|java.base/javax/crypto/SecretKeyFactorySpi.html|This class defines the Service Provider Interface (SPI) for the SecretKeyFactory class.
3626|SecretKeySpec|class in javax.crypto.spec|java.base/javax/crypto/spec/SecretKeySpec.html|This class specifies a secret key in a provider-independent fashion.
3627|SecureCacheResponse|class in java.net|java.base/java/net/SecureCacheResponse.html|Represents a cache response originally retrieved through secure means, such as TLS.
3628|SecureClassLoader|class in java.security|java.base/java/security/SecureClassLoader.html|This class extends ClassLoader with additional support for defining classes with an associated code source and permissions.
3629|SecureDirectoryStream<T>|interface in java.nio.file|java.base/java/nio/file/SecureDirectoryStream.html|A DirectoryStream that defines operations on files that are located relative to an open directory.
3630|SecureLookupSupplier|class in jdk.dynalink|jdk.dynalink/jdk/dynalink/SecureLookupSupplier.html|Encapsulates a MethodHandles.Lookup object.
3631|SecureRandom|class in java.security|java.base/java/security/SecureRandom.html|This class provides a cryptographically strong random number generator (RNG).
3632|SecureRandomParameters|interface in java.security|java.base/java/security/SecureRandomParameters.html|A marker interface for parameters used in various SecureRandom methods.
3633|SecureRandomSpi|class in java.security|java.base/java/security/SecureRandomSpi.html|This class defines the Service Provider Interface (SPI) for the SecureRandom class.
3634|Security|class in java.security|java.base/java/security/Security.html|This class centralizes all security properties and common security methods.
3635|SecurityException|class in java.lang|java.base/java/lang/SecurityException.html|Thrown to indicate a security violation.
3636|SecurityManager|class in java.lang|java.base/java/lang/SecurityManager.html|Deprecated, for removal: This API element is subject to removal in a future version.There is no replacement for this class.
3637|SecurityPermission|class in java.security|java.base/java/security/SecurityPermission.html|This class is for security permissions.
3638|SeekableByteChannel|interface in java.nio.channels|java.base/java/nio/channels/SeekableByteChannel.html|A byte channel that maintains a current position and allows the position to be changed.
3639|SeeTree|interface in com.sun.source.doctree|jdk.compiler/com/sun/source/doctree/SeeTree.html|A tree node for an @see block tag.
3640|Segment|class in javax.swing.text|java.desktop/javax/swing/text/Segment.html|A segment of a character array representing a fragment of text.
3641|SegmentAllocator|interface in java.lang.foreign|java.base/java/lang/foreign/SegmentAllocator.html|An object that may be used to allocate memory segments.
3642|SelectableChannel|class in java.nio.channels|java.base/java/nio/channels/SelectableChannel.html|A channel that can be multiplexed via a Selector.
3643|SelectionKey|class in java.nio.channels|java.base/java/nio/channels/SelectionKey.html|A token representing the registration of a SelectableChannel with a Selector.
3644|Selector|class in java.nio.channels|java.base/java/nio/channels/Selector.html|A multiplexor of SelectableChannel objects.
